player.name,team.name,label,stoppedProgressCount,recoveredPossessionCount,totalDuels,stoppedProgressPercentage,recoveredPossessionPercentage
A. Arouna,Horsens U19,"Horsens U19 - AGF U19, 1 - 1 (P)",2,1,2,100.0,50.0
A. Arouna,Horsens U19,"Horsens U19 - Midtjylland U19, 0 - 2",3,1,3,100.0,33.33333333333333
A. Aslani,Lyngby U19,"Lyngby U19 - Esbjerg U19, 1 - 1 (P)",8,2,9,88.88888888888889,22.22222222222222
A. Aslani,Lyngby U19,"Randers U19 - Lyngby U19, 0 - 2",4,4,5,80.0,80.0
A. Bergholdt,SønderjyskE U19,"SønderjyskE U19 - OB U19, 1 - 3",4,1,6,66.66666666666666,16.666666666666664
A. Cehobasic,Esbjerg U19,"Esbjerg U19 - AGF U19, 1 - 2",False,False,1,0.0,0.0
A. Claridge,Brøndby U19,"Brøndby U19 - Midtjylland U19, 4 - 0",4,2,9,44.44444444444444,22.22222222222222
A. Claridge,Brøndby U19,"Brøndby U19 - OB U19, 2 - 4",5,2,7,71.42857142857143,28.57142857142857
A. Claridge,Brøndby U19,"Brøndby U19 - Silkeborg U19, 2 - 3",5,1,7,71.42857142857143,14.285714285714285
A. Claridge,Brøndby U19,"Vejle U19 - Brøndby U19, 1 - 1",True,False,1,100.0,0.0
A. Diagne,AaB U19,"AaB U19 - Randers U19, 0 - 3",5,5,8,62.5,62.5
A. Diagne,AaB U19,"Nordsjælland U19 - AaB U19, 2 - 0",4,3,9,44.44444444444444,33.33333333333333
A. Drexel,Esbjerg U19,"Esbjerg U19 - AGF U19, 1 - 2",True,True,1,100.0,100.0
A. Ebrat,SønderjyskE U19,"Esbjerg U19 - SønderjyskE U19, 2 - 0",1,0,2,50.0,0.0
A. Ebrat,SønderjyskE U19,"Randers U19 - SønderjyskE U19, 0 - 2",2,1,3,66.66666666666666,33.33333333333333
A. Ebrat,SønderjyskE U19,"SønderjyskE U19 - OB U19, 1 - 3",1,0,2,50.0,0.0
A. Escobar,Brøndby U19,"Brøndby U19 - OB U19, 2 - 4",2,0,4,50.0,0.0
A. Høyer,Randers U19,"Randers U19 - Lyngby U19, 0 - 2",7,5,9,77.77777777777779,55.55555555555556
A. Høyer,Randers U19,"Randers U19 - SønderjyskE U19, 0 - 2",4,2,5,80.0,40.0
A. Jørgensen,Lyngby U19,"Lyngby U19 - Esbjerg U19, 1 - 1 (P)",4,2,4,100.0,50.0
A. Jørgensen,Lyngby U19,"Randers U19 - Lyngby U19, 0 - 2",3,1,5,60.0,20.0
A. Klaster,Vejle U19,"OB U19 - Vejle U19, 4 - 0",5,3,7,71.42857142857143,42.857142857142854
A. Klaster,Vejle U19,"Vejle U19 - AaB U19, 1 - 1",5,3,6,83.33333333333334,50.0
A. Klaster,Vejle U19,"Vejle U19 - Brøndby U19, 1 - 1",4,4,7,57.14285714285714,57.14285714285714
A. Lodberg,Midtjylland U19,"Brøndby U19 - Midtjylland U19, 4 - 0",True,False,1,100.0,0.0
A. Lodberg,Midtjylland U19,"Horsens U19 - Midtjylland U19, 0 - 2",3,1,6,50.0,16.666666666666664
A. Lund Jørgensen,Esbjerg U19,"Esbjerg U19 - AGF U19, 1 - 2",True,False,1,100.0,0.0
A. Lund Jørgensen,Esbjerg U19,"Esbjerg U19 - SønderjyskE U19, 2 - 0",2,1,2,100.0,50.0
A. Lund Jørgensen,Esbjerg U19,"Lyngby U19 - Esbjerg U19, 1 - 1 (P)",False,False,1,0.0,0.0
A. Mandrup,Horsens U19,"Horsens U19 - Midtjylland U19, 0 - 2",7,2,9,77.77777777777779,22.22222222222222
A. Mandrup,Horsens U19,"Silkeborg U19 - Horsens U19, 1 - 1 (P)",4,3,5,80.0,60.0
A. Moro,Horsens U19,"Horsens U19 - AGF U19, 1 - 1 (P)",8,7,9,88.88888888888889,77.77777777777779
A. Moro,Horsens U19,"Horsens U19 - Midtjylland U19, 0 - 2",4,3,10,40.0,30.0
A. Muhammad,Vejle U19,"OB U19 - Vejle U19, 4 - 0",2,1,4,50.0,25.0
A. Muhammad,Vejle U19,"Vejle U19 - AaB U19, 1 - 1",4,0,5,80.0,0.0
A. Muhammad,Vejle U19,"Vejle U19 - Brøndby U19, 1 - 1",True,False,1,100.0,0.0
A. Noshe,AaB U19,"Vejle U19 - AaB U19, 1 - 1",True,False,1,100.0,0.0
A. Raffnsøe Hoeg,SønderjyskE U19,"Esbjerg U19 - SønderjyskE U19, 2 - 0",8,1,9,88.88888888888889,11.11111111111111
A. Raffnsøe Hoeg,SønderjyskE U19,"SønderjyskE U19 - OB U19, 1 - 3",3,2,5,60.0,40.0
A. Riiser,Randers U19,"AaB U19 - Randers U19, 0 - 3",1,1,5,20.0,20.0
A. Riiser,Randers U19,"Randers U19 - Lyngby U19, 0 - 2",2,1,3,66.66666666666666,33.33333333333333
A. Riiser,Randers U19,"Randers U19 - SønderjyskE U19, 0 - 2",True,False,1,100.0,0.0
A. Risgaard,Randers U19,"AaB U19 - Randers U19, 0 - 3",2,0,3,66.66666666666666,0.0
A. Risgaard,Randers U19,"Randers U19 - Lyngby U19, 0 - 2",5,1,15,33.33333333333333,6.666666666666667
A. Risgaard,Randers U19,"Randers U19 - SønderjyskE U19, 0 - 2",8,2,8,100.0,25.0
A. Rrahmani,SønderjyskE U19,"Esbjerg U19 - SønderjyskE U19, 2 - 0",3,2,7,42.857142857142854,28.57142857142857
A. Rrahmani,SønderjyskE U19,"Randers U19 - SønderjyskE U19, 0 - 2",8,1,11,72.72727272727273,9.090909090909092
A. Rrahmani,SønderjyskE U19,"SønderjyskE U19 - OB U19, 1 - 3",2,1,3,66.66666666666666,33.33333333333333
A. Samukai,Horsens U19,"Horsens U19 - Midtjylland U19, 0 - 2",True,False,1,100.0,0.0
A. Skovgaard,AGF U19,"Esbjerg U19 - AGF U19, 1 - 2",3,1,7,42.857142857142854,14.285714285714285
A. Skovgaard,AGF U19,"Horsens U19 - AGF U19, 1 - 1 (P)",4,3,8,50.0,37.5
A. Stengaard,Vejle U19,"OB U19 - Vejle U19, 4 - 0",2,0,2,100.0,0.0
A. Stengaard,Vejle U19,"Vejle U19 - AaB U19, 1 - 1",4,0,4,100.0,0.0
A. Stengaard,Vejle U19,"Vejle U19 - Brøndby U19, 1 - 1",4,2,4,100.0,50.0
A. Sønderskov,Vejle U19,"OB U19 - Vejle U19, 4 - 0",4,2,6,66.66666666666666,33.33333333333333
A. Sønderskov,Vejle U19,"Vejle U19 - AaB U19, 1 - 1",2,0,4,50.0,0.0
A. Tomaselli,Vejle U19,"OB U19 - Vejle U19, 4 - 0",6,2,10,60.0,20.0
A. Tomaselli,Vejle U19,"Vejle U19 - AaB U19, 1 - 1",4,2,5,80.0,40.0
A. Tomaselli,Vejle U19,"Vejle U19 - Brøndby U19, 1 - 1",10,2,12,83.33333333333334,16.666666666666664
A. Vogtmann,SønderjyskE U19,"Esbjerg U19 - SønderjyskE U19, 2 - 0",4,2,7,57.14285714285714,28.57142857142857
A. Vogtmann,SønderjyskE U19,"Randers U19 - SønderjyskE U19, 0 - 2",4,1,9,44.44444444444444,11.11111111111111
A. Vogtmann,SønderjyskE U19,"SønderjyskE U19 - OB U19, 1 - 3",4,0,8,50.0,0.0
B. Andersen,Randers U19,"AaB U19 - Randers U19, 0 - 3",2,1,3,66.66666666666666,33.33333333333333
B. Andersen,Randers U19,"Randers U19 - Lyngby U19, 0 - 2",3,0,3,100.0,0.0
B. Andersen,Randers U19,"Randers U19 - SønderjyskE U19, 0 - 2",2,1,2,100.0,50.0
B. Andersen Magui,Lyngby U19,"Lyngby U19 - Esbjerg U19, 1 - 1 (P)",2,0,3,66.66666666666666,0.0
B. Andersen Magui,Lyngby U19,"Randers U19 - Lyngby U19, 0 - 2",3,1,7,42.857142857142854,14.285714285714285
B. Appiah,Vejle U19,"OB U19 - Vejle U19, 4 - 0",1,1,2,50.0,50.0
B. Baldursson,Esbjerg U19,"Esbjerg U19 - AGF U19, 1 - 2",3,1,4,75.0,25.0
B. Baldursson,Esbjerg U19,"Esbjerg U19 - SønderjyskE U19, 2 - 0",1,0,2,50.0,0.0
B. Baldursson,Esbjerg U19,"Lyngby U19 - Esbjerg U19, 1 - 1 (P)",4,0,11,36.36363636363637,0.0
B. Binggeli,Silkeborg U19,"Brøndby U19 - Silkeborg U19, 2 - 3",1,0,2,50.0,0.0
B. Binggeli,Silkeborg U19,"Midtjylland U19 - Silkeborg U19, 2 - 3",3,1,3,100.0,33.33333333333333
B. Binggeli,Silkeborg U19,"Silkeborg U19 - Horsens U19, 1 - 1 (P)",True,False,1,100.0,0.0
B. Clemmensen,Randers U19,"AaB U19 - Randers U19, 0 - 3",4,2,5,80.0,40.0
B. Clemmensen,Randers U19,"Randers U19 - Lyngby U19, 0 - 2",7,3,10,70.0,30.0
B. Konteh Krubally,Midtjylland U19,"Brøndby U19 - Midtjylland U19, 4 - 0",5,2,7,71.42857142857143,28.57142857142857
B. Konteh Krubally,Midtjylland U19,"Horsens U19 - Midtjylland U19, 0 - 2",6,1,6,100.0,16.666666666666664
B. Konteh Krubally,Midtjylland U19,"Midtjylland U19 - Silkeborg U19, 2 - 3",2,0,3,66.66666666666666,0.0
B. Pihl Jørgensen,AaB U19,"AaB U19 - Randers U19, 0 - 3",7,2,8,87.5,25.0
B. Pihl Jørgensen,AaB U19,"Nordsjælland U19 - AaB U19, 2 - 0",3,0,6,50.0,0.0
B. Pihl Jørgensen,AaB U19,"Vejle U19 - AaB U19, 1 - 1",3,0,6,50.0,0.0
B. Skovgaard,AaB U19,"AaB U19 - Randers U19, 0 - 3",5,3,7,71.42857142857143,42.857142857142854
B. Skovgaard,AaB U19,"Nordsjælland U19 - AaB U19, 2 - 0",4,1,5,80.0,20.0
B. Skovgaard,AaB U19,"Vejle U19 - AaB U19, 1 - 1",True,False,1,100.0,0.0
C. Astrup,Vejle U19,"OB U19 - Vejle U19, 4 - 0",1,1,2,50.0,50.0
C. Astrup,Vejle U19,"Vejle U19 - AaB U19, 1 - 1",5,2,9,55.55555555555556,22.22222222222222
C. Astrup,Vejle U19,"Vejle U19 - Brøndby U19, 1 - 1",1,1,2,50.0,50.0
C. Jørgensen,Midtjylland U19,"Brøndby U19 - Midtjylland U19, 4 - 0",2,1,3,66.66666666666666,33.33333333333333
C. Jørgensen,Midtjylland U19,"Horsens U19 - Midtjylland U19, 0 - 2",4,2,5,80.0,40.0
C. Marfo,Nordsjælland U19,"Nordsjælland U19 - AaB U19, 2 - 0",2,1,4,50.0,25.0
C. Risom,Silkeborg U19,"Silkeborg U19 - Horsens U19, 1 - 1 (P)",True,False,1,100.0,0.0
C. Storch,AGF U19,"Esbjerg U19 - AGF U19, 1 - 2",9,2,12,75.0,16.666666666666664
C. Storch,AGF U19,"Horsens U19 - AGF U19, 1 - 1 (P)",2,2,7,28.57142857142857,28.57142857142857
C. Tcacenco,AaB U19,"AaB U19 - Randers U19, 0 - 3",4,1,8,50.0,12.5
C. Tcacenco,AaB U19,"Nordsjælland U19 - AaB U19, 2 - 0",6,4,7,85.71428571428571,57.14285714285714
C. Tcacenco,AaB U19,"Vejle U19 - AaB U19, 1 - 1",9,3,12,75.0,25.0
C. Østergaard,Randers U19,"AaB U19 - Randers U19, 0 - 3",5,2,6,83.33333333333334,33.33333333333333
C. Østergaard,Randers U19,"Randers U19 - SønderjyskE U19, 0 - 2",4,1,4,100.0,25.0
D. Amtrup,OB U19,"Brøndby U19 - OB U19, 2 - 4",2,2,4,50.0,50.0
D. Amtrup,OB U19,"OB U19 - Vejle U19, 4 - 0",5,1,6,83.33333333333334,16.666666666666664
D. Amtrup,OB U19,"SønderjyskE U19 - OB U19, 1 - 3",False,False,1,0.0,0.0
D. Catak,Midtjylland U19,"Brøndby U19 - Midtjylland U19, 4 - 0",3,1,3,100.0,33.33333333333333
D. Catak,Midtjylland U19,"Horsens U19 - Midtjylland U19, 0 - 2",1,0,2,50.0,0.0
D. Catak,Midtjylland U19,"Midtjylland U19 - Silkeborg U19, 2 - 3",3,1,3,100.0,33.33333333333333
D. Jóhannesson,Nordsjælland U19,"Nordsjælland U19 - AaB U19, 2 - 0",0,1,4,0.0,25.0
E. A´Ngon,Horsens U19,"Horsens U19 - AGF U19, 1 - 1 (P)",1,0,6,16.666666666666664,0.0
E. A´Ngon,Horsens U19,"Horsens U19 - Midtjylland U19, 0 - 2",4,1,5,80.0,20.0
E. A´Ngon,Horsens U19,"Silkeborg U19 - Horsens U19, 1 - 1 (P)",3,1,6,50.0,16.666666666666664
E. Borup,AaB U19,"AaB U19 - Randers U19, 0 - 3",6,1,9,66.66666666666666,11.11111111111111
E. Borup,AaB U19,"Nordsjælland U19 - AaB U19, 2 - 0",2,0,3,66.66666666666666,0.0
E. Bramsen,Randers U19,"AaB U19 - Randers U19, 0 - 3",False,False,1,0.0,0.0
E. Bramsen,Randers U19,"Randers U19 - Lyngby U19, 0 - 2",1,0,2,50.0,0.0
E. Bramsen,Randers U19,"Randers U19 - SønderjyskE U19, 0 - 2",True,False,1,100.0,0.0
E. Favor Fully,Horsens U19,"Horsens U19 - AGF U19, 1 - 1 (P)",True,False,1,100.0,0.0
E. Favor Fully,Horsens U19,"Horsens U19 - Midtjylland U19, 0 - 2",True,True,1,100.0,100.0
E. Favor Fully,Horsens U19,"Silkeborg U19 - Horsens U19, 1 - 1 (P)",4,2,5,80.0,40.0
E. Hansborg-Sørensen,OB U19,"Brøndby U19 - OB U19, 2 - 4",0,1,4,0.0,25.0
E. Hansborg-Sørensen,OB U19,"SønderjyskE U19 - OB U19, 1 - 3",2,1,3,66.66666666666666,33.33333333333333
E. Hjorth Pedersen,SønderjyskE U19,"Esbjerg U19 - SønderjyskE U19, 2 - 0",7,4,9,77.77777777777779,44.44444444444444
E. Hjorth Pedersen,SønderjyskE U19,"Randers U19 - SønderjyskE U19, 0 - 2",5,1,7,71.42857142857143,14.285714285714285
E. Hjorth Pedersen,SønderjyskE U19,"SønderjyskE U19 - OB U19, 1 - 3",4,1,6,66.66666666666666,16.666666666666664
E. Kjær,Silkeborg U19,"Brøndby U19 - Silkeborg U19, 2 - 3",3,0,5,60.0,0.0
E. Kjær,Silkeborg U19,"Midtjylland U19 - Silkeborg U19, 2 - 3",2,0,3,66.66666666666666,0.0
E. Kjær,Silkeborg U19,"Silkeborg U19 - Horsens U19, 1 - 1 (P)",1,0,3,33.33333333333333,0.0
E. Larsen,Esbjerg U19,"Esbjerg U19 - AGF U19, 1 - 2",4,0,9,44.44444444444444,0.0
E. Larsen,Esbjerg U19,"Esbjerg U19 - SønderjyskE U19, 2 - 0",9,6,11,81.81818181818183,54.54545454545454
E. Larsen,Esbjerg U19,"Lyngby U19 - Esbjerg U19, 1 - 1 (P)",7,2,12,58.333333333333336,16.666666666666664
E. Omerovic,Esbjerg U19,"Esbjerg U19 - AGF U19, 1 - 2",4,0,8,50.0,0.0
E. Omerovic,Esbjerg U19,"Esbjerg U19 - SønderjyskE U19, 2 - 0",7,2,10,70.0,20.0
E. Omerovic,Esbjerg U19,"Lyngby U19 - Esbjerg U19, 1 - 1 (P)",4,3,7,57.14285714285714,42.857142857142854
E. Petersen,OB U19,"OB U19 - Vejle U19, 4 - 0",True,False,1,100.0,0.0
E. Pettersen,Midtjylland U19,"Horsens U19 - Midtjylland U19, 0 - 2",4,0,5,80.0,0.0
E. Thor,Lyngby U19,"Lyngby U19 - Esbjerg U19, 1 - 1 (P)",2,1,3,66.66666666666666,33.33333333333333
E. Thor,Lyngby U19,"Randers U19 - Lyngby U19, 0 - 2",2,2,4,50.0,50.0
F. Elkjær Andersen,AGF U19,"Esbjerg U19 - AGF U19, 1 - 2",True,True,1,100.0,100.0
F. Elkjær Andersen,AGF U19,"Horsens U19 - AGF U19, 1 - 1 (P)",3,0,7,42.857142857142854,0.0
F. Emmery,AGF U19,"Horsens U19 - AGF U19, 1 - 1 (P)",False,False,1,0.0,0.0
F. Flaskager,Esbjerg U19,"Esbjerg U19 - SønderjyskE U19, 2 - 0",3,1,4,75.0,25.0
F. Kongslev,Lyngby U19,"Randers U19 - Lyngby U19, 0 - 2",2,1,2,100.0,50.0
F. Konstmann,Randers U19,"AaB U19 - Randers U19, 0 - 3",5,2,7,71.42857142857143,28.57142857142857
F. Konstmann,Randers U19,"Randers U19 - Lyngby U19, 0 - 2",2,1,5,40.0,20.0
F. Konstmann,Randers U19,"Randers U19 - SønderjyskE U19, 0 - 2",4,2,4,100.0,50.0
F. Nygaard,AaB U19,"AaB U19 - Randers U19, 0 - 3",2,0,2,100.0,0.0
F. Nygaard,AaB U19,"Vejle U19 - AaB U19, 1 - 1",4,2,8,50.0,25.0
F. Nygaard Jürgensen,SønderjyskE U19,"SønderjyskE U19 - OB U19, 1 - 3",2,1,4,50.0,25.0
F. Roslyng Christiansen,Horsens U19,"Horsens U19 - AGF U19, 1 - 1 (P)",7,2,13,53.84615384615385,15.384615384615385
F. Roslyng Christiansen,Horsens U19,"Horsens U19 - Midtjylland U19, 0 - 2",6,4,7,85.71428571428571,57.14285714285714
G. Bjerge,Midtjylland U19,"Brøndby U19 - Midtjylland U19, 4 - 0",3,0,3,100.0,0.0
G. Bjerge,Midtjylland U19,"Horsens U19 - Midtjylland U19, 0 - 2",2,1,4,50.0,25.0
G. Bjerge,Midtjylland U19,"Midtjylland U19 - Silkeborg U19, 2 - 3",0,0,2,0.0,0.0
G. Ejsing,AaB U19,"Nordsjælland U19 - AaB U19, 2 - 0",False,False,1,0.0,0.0
G. Nøhr,Brøndby U19,"Brøndby U19 - Midtjylland U19, 4 - 0",6,3,6,100.0,50.0
G. Nøhr,Brøndby U19,"Brøndby U19 - OB U19, 2 - 4",5,2,13,38.46153846153847,15.384615384615385
