team.name,label,territorial_possession,count
Midtjylland U19,"Brøndby U19 - Midtjylland U19, 4 - 3",Nordsjælland U19,1
Midtjylland U19,"Horsens U19 - Midtjylland U19, 1 - 2",Middle,1
Midtjylland U19,"Horsens U19 - Midtjylland U19, 1 - 2",Midtjylland U19,1
Midtjylland U19,"Horsens U19 - Midtjylland U19, 1 - 2",Nordsjælland U19,1
Midtjylland U19,"København U19 - Midtjylland U19, 1 - 2",Middle,1
Midtjylland U19,"København U19 - Midtjylland U19, 1 - 2",Midtjylland U19,1
Midtjylland U19,"København U19 - Midtjylland U19, 1 - 2",Nordsjælland U19,1
Midtjylland U19,"Lyngby U19 - Midtjylland U19, 0 - 3",Middle,1
Midtjylland U19,"Lyngby U19 - Midtjylland U19, 0 - 3",Midtjylland U19,1
Midtjylland U19,"Lyngby U19 - Midtjylland U19, 0 - 3",Nordsjælland U19,1
Midtjylland U19,"Midtjylland U19 - AGF U19, 4 - 0",Middle,1
Midtjylland U19,"Midtjylland U19 - AGF U19, 4 - 0",Midtjylland U19,1
Midtjylland U19,"Midtjylland U19 - AGF U19, 4 - 0",Nordsjælland U19,1
Midtjylland U19,"Midtjylland U19 - Brøndby U19, 3 - 2",Middle,1
Midtjylland U19,"Midtjylland U19 - Brøndby U19, 3 - 2",Midtjylland U19,1
Midtjylland U19,"Midtjylland U19 - Brøndby U19, 3 - 2",Nordsjælland U19,1
Midtjylland U19,"Midtjylland U19 - Esbjerg U19, 4 - 1",Middle,1
Midtjylland U19,"Midtjylland U19 - Esbjerg U19, 4 - 1",Midtjylland U19,1
Midtjylland U19,"Midtjylland U19 - Esbjerg U19, 4 - 1",Nordsjælland U19,1
Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1",Middle,1
Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1",Midtjylland U19,1
Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1",Nordsjælland U19,1
Midtjylland U19,"Midtjylland U19 - København U19, 0 - 4",Middle,1
Midtjylland U19,"Midtjylland U19 - København U19, 0 - 4",Midtjylland U19,1
Midtjylland U19,"Midtjylland U19 - København U19, 0 - 4",Nordsjælland U19,1
Midtjylland U19,"Midtjylland U19 - Lyngby U19, 4 - 1",Middle,1
Midtjylland U19,"Midtjylland U19 - Lyngby U19, 4 - 1",Midtjylland U19,1
Midtjylland U19,"Midtjylland U19 - Lyngby U19, 4 - 1",Nordsjælland U19,1
Midtjylland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5",Middle,1
Midtjylland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5",Midtjylland U19,1
Midtjylland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5",Nordsjælland U19,1
Midtjylland U19,"Midtjylland U19 - OB U19, 5 - 2",Middle,1
Midtjylland U19,"Midtjylland U19 - OB U19, 5 - 2",Midtjylland U19,1
Midtjylland U19,"Midtjylland U19 - OB U19, 5 - 2",Nordsjælland U19,1
Midtjylland U19,"Midtjylland U19 - Randers U19, 4 - 1",Middle,1
Midtjylland U19,"Midtjylland U19 - Randers U19, 4 - 1",Midtjylland U19,1
Midtjylland U19,"Midtjylland U19 - Randers U19, 4 - 1",Nordsjælland U19,1
Midtjylland U19,"Midtjylland U19 - Silkeborg U19, 6 - 2",Middle,1
Midtjylland U19,"Midtjylland U19 - Silkeborg U19, 6 - 2",Midtjylland U19,1
Midtjylland U19,"Midtjylland U19 - Silkeborg U19, 6 - 2",Nordsjælland U19,1
Midtjylland U19,"Midtjylland U19 - SønderjyskE U19, 6 - 4",Middle,1
Midtjylland U19,"Midtjylland U19 - SønderjyskE U19, 6 - 4",Midtjylland U19,1
Midtjylland U19,"Midtjylland U19 - SønderjyskE U19, 6 - 4",Nordsjælland U19,1
Midtjylland U19,"Midtjylland U19 - Vejle U19, 4 - 1",Middle,1
Midtjylland U19,"Midtjylland U19 - Vejle U19, 4 - 1",Midtjylland U19,1
Midtjylland U19,"Midtjylland U19 - Vejle U19, 4 - 1",Nordsjælland U19,1
Midtjylland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3",Middle,1
Midtjylland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3",Midtjylland U19,1
Midtjylland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3",Nordsjælland U19,1
Midtjylland U19,"Randers U19 - Midtjylland U19, 2 - 4",Middle,1
Midtjylland U19,"Randers U19 - Midtjylland U19, 2 - 4",Midtjylland U19,1
Midtjylland U19,"Randers U19 - Midtjylland U19, 2 - 4",Nordsjælland U19,1
Midtjylland U19,"Silkeborg U19 - Midtjylland U19, 0 - 3",Middle,1
Midtjylland U19,"Silkeborg U19 - Midtjylland U19, 0 - 3",Midtjylland U19,1
Midtjylland U19,"Silkeborg U19 - Midtjylland U19, 0 - 3",Nordsjælland U19,1
Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6",Middle,1
Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6",Midtjylland U19,1
Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6",Nordsjælland U19,1
Midtjylland U19,"Vejle U19 - Midtjylland U19, 1 - 5",Middle,1
Midtjylland U19,"Vejle U19 - Midtjylland U19, 1 - 5",Midtjylland U19,1
Midtjylland U19,"Vejle U19 - Midtjylland U19, 1 - 5",Nordsjælland U19,1
Nordsjælland U19,"AGF U19 - Nordsjælland U19, 1 - 1",Lyngby U19,1
Nordsjælland U19,"AGF U19 - Nordsjælland U19, 1 - 1",Middle,1
Nordsjælland U19,"AGF U19 - Nordsjælland U19, 1 - 1",Nordsjælland U19,1
Nordsjælland U19,"AaB U19 - Nordsjælland U19, 1 - 1 (P)",Lyngby U19,1
Nordsjælland U19,"AaB U19 - Nordsjælland U19, 1 - 1 (P)",Middle,1
Nordsjælland U19,"AaB U19 - Nordsjælland U19, 1 - 1 (P)",Nordsjælland U19,1
Nordsjælland U19,"Brøndby U19 - Nordsjælland U19, 3 - 1",Lyngby U19,1
Nordsjælland U19,"Brøndby U19 - Nordsjælland U19, 3 - 1",Middle,1
Nordsjælland U19,"Brøndby U19 - Nordsjælland U19, 3 - 1",Nordsjælland U19,1
Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 1 - 2",Lyngby U19,1
Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 1 - 2",Middle,1
Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 1 - 2",Nordsjælland U19,1
Nordsjælland U19,"Horsens U19 - Nordsjælland U19, 3 - 2",Lyngby U19,1
Nordsjælland U19,"Horsens U19 - Nordsjælland U19, 3 - 2",Middle,1
Nordsjælland U19,"Horsens U19 - Nordsjælland U19, 3 - 2",Nordsjælland U19,1
Nordsjælland U19,"København U19 - Nordsjælland U19, 1 - 3",Lyngby U19,1
Nordsjælland U19,"København U19 - Nordsjælland U19, 1 - 3",Middle,1
Nordsjælland U19,"København U19 - Nordsjælland U19, 1 - 3",Nordsjælland U19,1
Nordsjælland U19,"Lyngby U19 - Nordsjælland U19, 1 - 3",Lyngby U19,1
Nordsjælland U19,"Lyngby U19 - Nordsjælland U19, 1 - 3",Middle,1
Nordsjælland U19,"Lyngby U19 - Nordsjælland U19, 1 - 3",Nordsjælland U19,1
Nordsjælland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5",Lyngby U19,1
Nordsjælland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5",Middle,1
Nordsjælland U19,"Midtjylland U19 - Nordsjælland U19, 2 - 5",Nordsjælland U19,1
Nordsjælland U19,"Nordsjælland U19 - AGF U19, 3 - 2",Lyngby U19,1
Nordsjælland U19,"Nordsjælland U19 - AGF U19, 3 - 2",Middle,1
Nordsjælland U19,"Nordsjælland U19 - AGF U19, 3 - 2",Nordsjælland U19,1
Nordsjælland U19,"Nordsjælland U19 - AaB U19, 2 - 2",Lyngby U19,1
Nordsjælland U19,"Nordsjælland U19 - AaB U19, 2 - 2",Middle,1
Nordsjælland U19,"Nordsjælland U19 - AaB U19, 2 - 2",Nordsjælland U19,1
Nordsjælland U19,"Nordsjælland U19 - Brøndby U19, 1 - 1 (P)",Lyngby U19,1
Nordsjælland U19,"Nordsjælland U19 - Brøndby U19, 1 - 1 (P)",Middle,1
Nordsjælland U19,"Nordsjælland U19 - Brøndby U19, 1 - 1 (P)",Nordsjælland U19,1
Nordsjælland U19,"Nordsjælland U19 - Esbjerg U19, 5 - 2",Lyngby U19,1
Nordsjælland U19,"Nordsjælland U19 - Esbjerg U19, 5 - 2",Middle,1
Nordsjælland U19,"Nordsjælland U19 - Esbjerg U19, 5 - 2",Nordsjælland U19,1
Nordsjælland U19,"Nordsjælland U19 - Horsens U19, 0 - 2",Lyngby U19,1
Nordsjælland U19,"Nordsjælland U19 - Horsens U19, 0 - 2",Middle,1
Nordsjælland U19,"Nordsjælland U19 - Horsens U19, 0 - 2",Nordsjælland U19,1
Nordsjælland U19,"Nordsjælland U19 - København U19, 4 - 4 (P)",Lyngby U19,1
Nordsjælland U19,"Nordsjælland U19 - København U19, 4 - 4 (P)",Middle,1
Nordsjælland U19,"Nordsjælland U19 - København U19, 4 - 4 (P)",Nordsjælland U19,1
Nordsjælland U19,"Nordsjælland U19 - Lyngby U19, 2 - 2",Lyngby U19,1
Nordsjælland U19,"Nordsjælland U19 - Lyngby U19, 2 - 2",Middle,1
Nordsjælland U19,"Nordsjælland U19 - Lyngby U19, 2 - 2",Nordsjælland U19,1
Nordsjælland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3",Lyngby U19,1
Nordsjælland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3",Middle,1
Nordsjælland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3",Nordsjælland U19,1
Nordsjælland U19,"Nordsjælland U19 - OB U19, 1 - 1",Lyngby U19,1
Nordsjælland U19,"Nordsjælland U19 - OB U19, 1 - 1",Middle,1
Nordsjælland U19,"Nordsjælland U19 - OB U19, 1 - 1",Nordsjælland U19,1
Nordsjælland U19,"Nordsjælland U19 - Randers U19, 1 - 0",Lyngby U19,1
Nordsjælland U19,"Nordsjælland U19 - Randers U19, 1 - 0",Middle,1
Nordsjælland U19,"Nordsjælland U19 - Randers U19, 1 - 0",Nordsjælland U19,1
Nordsjælland U19,"Nordsjælland U19 - Silkeborg U19, 1 - 1 (P)",Lyngby U19,1
Nordsjælland U19,"Nordsjælland U19 - Silkeborg U19, 1 - 1 (P)",Middle,1
Nordsjælland U19,"Nordsjælland U19 - Silkeborg U19, 1 - 1 (P)",Nordsjælland U19,1
Nordsjælland U19,"Nordsjælland U19 - SønderjyskE U19, 6 - 0",Lyngby U19,1
Nordsjælland U19,"Nordsjælland U19 - SønderjyskE U19, 6 - 0",Middle,1
Nordsjælland U19,"Nordsjælland U19 - SønderjyskE U19, 6 - 0",Nordsjælland U19,1
Nordsjælland U19,"Nordsjælland U19 - Vejle U19, 5 - 1",Lyngby U19,1
Nordsjælland U19,"Nordsjælland U19 - Vejle U19, 5 - 1",Middle,1
Nordsjælland U19,"Nordsjælland U19 - Vejle U19, 5 - 1",Nordsjælland U19,1
Nordsjælland U19,"OB U19 - Nordsjælland U19, 0 - 4",Lyngby U19,1
Nordsjælland U19,"OB U19 - Nordsjælland U19, 0 - 4",Middle,1
Nordsjælland U19,"OB U19 - Nordsjælland U19, 0 - 4",Nordsjælland U19,1
Nordsjælland U19,"Randers U19 - Nordsjælland U19, 2 - 2 (P)",Lyngby U19,1
Nordsjælland U19,"Randers U19 - Nordsjælland U19, 2 - 2 (P)",Middle,1
Nordsjælland U19,"Randers U19 - Nordsjælland U19, 2 - 2 (P)",Nordsjælland U19,1
Nordsjælland U19,"Silkeborg U19 - Nordsjælland U19, 1 - 1",Lyngby U19,1
Nordsjælland U19,"Silkeborg U19 - Nordsjælland U19, 1 - 1",Middle,1
Nordsjælland U19,"Silkeborg U19 - Nordsjælland U19, 1 - 1",Nordsjælland U19,1
Nordsjælland U19,"SønderjyskE U19 - Nordsjælland U19, 0 - 0 (P)",Lyngby U19,1
Nordsjælland U19,"SønderjyskE U19 - Nordsjælland U19, 0 - 0 (P)",Middle,1
Nordsjælland U19,"SønderjyskE U19 - Nordsjælland U19, 0 - 0 (P)",Nordsjælland U19,1
Nordsjælland U19,"Vejle U19 - Nordsjælland U19, 1 - 1 (E)",Lyngby U19,1
Nordsjælland U19,"Vejle U19 - Nordsjælland U19, 1 - 1 (E)",Middle,1
Nordsjælland U19,"Vejle U19 - Nordsjælland U19, 1 - 1 (E)",Nordsjælland U19,1
OB U19,"AGF U19 - OB U19, 3 - 2",Middle,1
OB U19,"AGF U19 - OB U19, 3 - 2",Nordsjælland U19,1
OB U19,"AGF U19 - OB U19, 3 - 2",OB U19,1
OB U19,"AaB U19 - OB U19, 0 - 1",Middle,1
OB U19,"AaB U19 - OB U19, 0 - 1",Nordsjælland U19,1
OB U19,"AaB U19 - OB U19, 0 - 1",OB U19,1
OB U19,"Brøndby U19 - OB U19, 0 - 3",Middle,1
OB U19,"Brøndby U19 - OB U19, 0 - 3",Nordsjælland U19,1
OB U19,"Brøndby U19 - OB U19, 0 - 3",OB U19,1
OB U19,"Esbjerg U19 - OB U19, 3 - 5",Middle,1
OB U19,"Esbjerg U19 - OB U19, 3 - 5",Nordsjælland U19,1
OB U19,"Esbjerg U19 - OB U19, 3 - 5",OB U19,1
OB U19,"København U19 - OB U19, 1 - 1",Middle,1
OB U19,"København U19 - OB U19, 1 - 1",Nordsjælland U19,1
OB U19,"København U19 - OB U19, 1 - 1",OB U19,1
OB U19,"Lyngby U19 - OB U19, 0 - 1",Middle,1
OB U19,"Lyngby U19 - OB U19, 0 - 1",Nordsjælland U19,1
OB U19,"Lyngby U19 - OB U19, 0 - 1",OB U19,1
OB U19,"Midtjylland U19 - OB U19, 5 - 2",Middle,1
OB U19,"Midtjylland U19 - OB U19, 5 - 2",Nordsjælland U19,1
OB U19,"Midtjylland U19 - OB U19, 5 - 2",OB U19,1
OB U19,"Nordsjælland U19 - OB U19, 1 - 1",Middle,1
OB U19,"Nordsjælland U19 - OB U19, 1 - 1",Nordsjælland U19,1
OB U19,"Nordsjælland U19 - OB U19, 1 - 1",OB U19,1
OB U19,"OB U19 - AGF U19, 0 - 0",Middle,1
OB U19,"OB U19 - AGF U19, 0 - 0",Nordsjælland U19,1
OB U19,"OB U19 - AGF U19, 0 - 0",OB U19,1
OB U19,"OB U19 - AaB U19, 1 - 0",Middle,1
OB U19,"OB U19 - AaB U19, 1 - 0",Nordsjælland U19,1
OB U19,"OB U19 - AaB U19, 1 - 0",OB U19,1
OB U19,"OB U19 - Brøndby U19, 3 - 3 (P)",Middle,1
OB U19,"OB U19 - Brøndby U19, 3 - 3 (P)",Nordsjælland U19,1
OB U19,"OB U19 - Brøndby U19, 3 - 3 (P)",OB U19,1
OB U19,"OB U19 - Esbjerg U19, 1 - 0",Middle,1
OB U19,"OB U19 - Esbjerg U19, 1 - 0",Nordsjælland U19,1
OB U19,"OB U19 - Esbjerg U19, 1 - 0",OB U19,1
OB U19,"OB U19 - Horsens U19, 2 - 0",Middle,1
OB U19,"OB U19 - Horsens U19, 2 - 0",Nordsjælland U19,1
OB U19,"OB U19 - Horsens U19, 2 - 0",OB U19,1
OB U19,"OB U19 - København U19, 1 - 2",Middle,1
OB U19,"OB U19 - København U19, 1 - 2",Nordsjælland U19,1
OB U19,"OB U19 - København U19, 1 - 2",OB U19,1
OB U19,"OB U19 - Lyngby U19, 2 - 0",Middle,1
OB U19,"OB U19 - Lyngby U19, 2 - 0",Nordsjælland U19,1
OB U19,"OB U19 - Lyngby U19, 2 - 0",OB U19,1
OB U19,"OB U19 - Nordsjælland U19, 0 - 4",Middle,1
OB U19,"OB U19 - Nordsjælland U19, 0 - 4",Nordsjælland U19,1
OB U19,"OB U19 - Nordsjælland U19, 0 - 4",OB U19,1
OB U19,"OB U19 - Randers U19, 3 - 0",Middle,1
OB U19,"OB U19 - Randers U19, 3 - 0",Nordsjælland U19,1
OB U19,"OB U19 - Randers U19, 3 - 0",OB U19,1
OB U19,"OB U19 - SønderjyskE U19, 2 - 0",Middle,1
OB U19,"OB U19 - SønderjyskE U19, 2 - 0",Nordsjælland U19,1
OB U19,"OB U19 - SønderjyskE U19, 2 - 0",OB U19,1
OB U19,"OB U19 - Vejle U19, 1 - 0",Middle,1
OB U19,"OB U19 - Vejle U19, 1 - 0",Nordsjælland U19,1
OB U19,"OB U19 - Vejle U19, 1 - 0",OB U19,1
OB U19,"Randers U19 - OB U19, 1 - 1 (P)",Middle,1
OB U19,"Randers U19 - OB U19, 1 - 1 (P)",Nordsjælland U19,1
OB U19,"Randers U19 - OB U19, 1 - 1 (P)",OB U19,1
OB U19,"Silkeborg U19 - OB U19, 2 - 1",Middle,1
OB U19,"Silkeborg U19 - OB U19, 2 - 1",Nordsjælland U19,1
OB U19,"Silkeborg U19 - OB U19, 2 - 1",OB U19,1
OB U19,"SønderjyskE U19 - OB U19, 1 - 2",Middle,1
OB U19,"SønderjyskE U19 - OB U19, 1 - 2",Nordsjælland U19,1
OB U19,"SønderjyskE U19 - OB U19, 1 - 2",OB U19,1
OB U19,"Vejle U19 - OB U19, 0 - 2",Middle,1
OB U19,"Vejle U19 - OB U19, 0 - 2",Nordsjælland U19,1
OB U19,"Vejle U19 - OB U19, 0 - 2",OB U19,1
Randers U19,"AGF U19 - Randers U19, 1 - 2",Middle,1
Randers U19,"AGF U19 - Randers U19, 1 - 2",Nordsjælland U19,1
Randers U19,"AGF U19 - Randers U19, 1 - 2",Randers U19,1
Randers U19,"AaB U19 - Randers U19, 1 - 1 (P)",Middle,1
Randers U19,"AaB U19 - Randers U19, 1 - 1 (P)",Nordsjælland U19,1
Randers U19,"AaB U19 - Randers U19, 1 - 1 (P)",Randers U19,1
Randers U19,"Brøndby U19 - Randers U19, 6 - 3",Middle,1
Randers U19,"Brøndby U19 - Randers U19, 6 - 3",Nordsjælland U19,1
Randers U19,"Brøndby U19 - Randers U19, 6 - 3",Randers U19,1
Randers U19,"Esbjerg U19 - Randers U19, 1 - 0",Middle,1
Randers U19,"Esbjerg U19 - Randers U19, 1 - 0",Nordsjælland U19,1
Randers U19,"Esbjerg U19 - Randers U19, 1 - 0",Randers U19,1
Randers U19,"Horsens U19 - Randers U19, 2 - 5",Middle,1
Randers U19,"Horsens U19 - Randers U19, 2 - 5",Nordsjælland U19,1
Randers U19,"Horsens U19 - Randers U19, 2 - 5",Randers U19,1
Randers U19,"København U19 - Randers U19, 5 - 1",Middle,1
Randers U19,"København U19 - Randers U19, 5 - 1",Nordsjælland U19,1
Randers U19,"København U19 - Randers U19, 5 - 1",Randers U19,1
Randers U19,"Lyngby U19 - Randers U19, 0 - 1",Middle,1
Randers U19,"Lyngby U19 - Randers U19, 0 - 1",Nordsjælland U19,1
Randers U19,"Lyngby U19 - Randers U19, 0 - 1",Randers U19,1
Randers U19,"Midtjylland U19 - Randers U19, 4 - 1",Middle,1
Randers U19,"Midtjylland U19 - Randers U19, 4 - 1",Nordsjælland U19,1
Randers U19,"Midtjylland U19 - Randers U19, 4 - 1",Randers U19,1
Randers U19,"Nordsjælland U19 - Randers U19, 1 - 0",Middle,1
Randers U19,"Nordsjælland U19 - Randers U19, 1 - 0",Nordsjælland U19,1
Randers U19,"Nordsjælland U19 - Randers U19, 1 - 0",Randers U19,1
Randers U19,"OB U19 - Randers U19, 3 - 0",Middle,1
Randers U19,"OB U19 - Randers U19, 3 - 0",Nordsjælland U19,1
Randers U19,"OB U19 - Randers U19, 3 - 0",Randers U19,1
Randers U19,"Randers U19 - AGF U19, 0 - 2",Middle,1
Randers U19,"Randers U19 - AGF U19, 0 - 2",Nordsjælland U19,1
Randers U19,"Randers U19 - AGF U19, 0 - 2",Randers U19,1
Randers U19,"Randers U19 - AaB U19, 5 - 2",Middle,1
Randers U19,"Randers U19 - AaB U19, 5 - 2",Nordsjælland U19,1
Randers U19,"Randers U19 - AaB U19, 5 - 2",Randers U19,1
Randers U19,"Randers U19 - Brøndby U19, 3 - 1",Middle,1
Randers U19,"Randers U19 - Brøndby U19, 3 - 1",Nordsjælland U19,1
Randers U19,"Randers U19 - Brøndby U19, 3 - 1",Randers U19,1
